course_name,degree_type,uni_name
Civil Engineering.,Bachelors Degree,University of Alaska Fairbanks
Civil Engineering.,Master's Degree,University of Alaska Fairbanks
Computer Engineering.,Associate's Degree,University of Alaska Fairbanks
Computer Engineering.,Bachelors Degree,University of Alaska Fairbanks
"Electrical, Electronics and Communications Engineering.",Bachelors Degree,University of Alaska Fairbanks
"Electrical, Electronics and Communications Engineering.",Master's Degree,University of Alaska Fairbanks
Environmental/Environmental Health Engineering.,Master's Degree,University of Alaska Fairbanks
Mechanical Engineering.,Bachelors Degree,University of Alaska Fairbanks
Mechanical Engineering.,Master's Degree,University of Alaska Fairbanks
Mining and Mineral Engineering.,Bachelors Degree,University of Alaska Fairbanks
Mining and Mineral Engineering.,Master's Degree,University of Alaska Fairbanks
Petroleum Engineering.,Bachelors Degree,University of Alaska Fairbanks
Petroleum Engineering.,Master's Degree,University of Alaska Fairbanks
Geological/Geophysical Engineering.,Bachelors Degree,University of Alaska Fairbanks
Geological/Geophysical Engineering.,Master's Degree,University of Alaska Fairbanks
"Engineering, Other.",Master's Degree,University of Alaska Fairbanks
"Engineering, Other.",Doctoral Degree,University of Alaska Fairbanks
Electromechanical Instrumentation and Maintenance Technologies/Technicians.,Undergraduate Certificate or Diploma,University of Alaska Fairbanks
Environmental Control Technologies/Technicians.,Undergraduate Certificate or Diploma,University of Alaska Fairbanks
Industrial Production Technologies/Technicians.,Associate's Degree,University of Alaska Fairbanks
Quality Control and Safety Technologies/Technicians.,Undergraduate Certificate or Diploma,University of Alaska Fairbanks
Drafting/Design Engineering Technologies/Technicians.,Undergraduate Certificate or Diploma,University of Alaska Fairbanks
Drafting/Design Engineering Technologies/Technicians.,Associate's Degree,University of Alaska Fairbanks
"Linguistic, Comparative, and Related Language Studies and Services.",Bachelors Degree,University of Alaska Fairbanks
"Linguistic, Comparative, and Related Language Studies and Services.",Master's Degree,University of Alaska Fairbanks
"East Asian Languages, Literatures, and Linguistics.",Bachelors Degree,University of Alaska Fairbanks
"American Indian/Native American Languages, Literatures, and Linguistics.",Undergraduate Certificate or Diploma,University of Alaska Fairbanks
"American Indian/Native American Languages, Literatures, and Linguistics.",Associate's Degree,University of Alaska Fairbanks
"American Indian/Native American Languages, Literatures, and Linguistics.",Bachelors Degree,University of Alaska Fairbanks
"Foreign Languages, Literatures, and Linguistics, Other.",Undergraduate Certificate or Diploma,University of Alaska Fairbanks
"Foreign Languages, Literatures, and Linguistics, Other.",Associate's Degree,University of Alaska Fairbanks
"Foreign Languages, Literatures, and Linguistics, Other.",Bachelors Degree,University of Alaska Fairbanks
"Human Development, Family Studies, and Related Services.",Bachelors Degree,University of Alaska Fairbanks
Legal Support Services.,Associate's Degree,University of Alaska Fairbanks
"Legal Professions and Studies, Other.",Undergraduate Certificate or Diploma,University of Alaska Fairbanks
"English Language and Literature, General.",Bachelors Degree,University of Alaska Fairbanks
"English Language and Literature, General.",Master's Degree,University of Alaska Fairbanks
Rhetoric and Composition/Writing Studies.,Master's Degree,University of Alaska Fairbanks
"Liberal Arts and Sciences, General Studies and Humanities.",Associate's Degree,University of Alaska Fairbanks
"Liberal Arts and Sciences, General Studies and Humanities.",Bachelors Degree,University of Alaska Fairbanks
"Biology, General.",Bachelors Degree,University of Alaska Fairbanks
"Biology, General.",Master's Degree,University of Alaska Fairbanks
"Biology, General.",Doctoral Degree,University of Alaska Fairbanks
"Biochemistry, Biophysics and Molecular Biology.",Master's Degree,University of Alaska Fairbanks
"Biochemistry, Biophysics and Molecular Biology.",Doctoral Degree,University of Alaska Fairbanks
"Ecology, Evolution, Systematics, and Population Biology.",Master's Degree,University of Alaska Fairbanks
"Ecology, Evolution, Systematics, and Population Biology.",Doctoral Degree,University of Alaska Fairbanks
Mathematics.,Bachelors Degree,University of Alaska Fairbanks
Mathematics.,Master's Degree,University of Alaska Fairbanks
Mathematics.,Doctoral Degree,University of Alaska Fairbanks
Applied Mathematics.,Master's Degree,University of Alaska Fairbanks
Applied Mathematics.,Graduate/Professional Certificate,University of Alaska Fairbanks
Biological and Physical Sciences.,Bachelors Degree,University of Alaska Fairbanks
Biological and Physical Sciences.,Master's Degree,University of Alaska Fairbanks
Biological and Physical Sciences.,Doctoral Degree,University of Alaska Fairbanks
Natural Sciences.,Associate's Degree,University of Alaska Fairbanks
"Multi/Interdisciplinary Studies, Other.",Associate's Degree,University of Alaska Fairbanks
"Multi/Interdisciplinary Studies, Other.",Bachelors Degree,University of Alaska Fairbanks
"Multi/Interdisciplinary Studies, Other.",Master's Degree,University of Alaska Fairbanks
"Multi/Interdisciplinary Studies, Other.",Doctoral Degree,University of Alaska Fairbanks
Philosophy.,Bachelors Degree,University of Alaska Fairbanks
Astronomy and Astrophysics.,Master's Degree,University of Alaska Fairbanks
Astronomy and Astrophysics.,Doctoral Degree,University of Alaska Fairbanks
Atmospheric Sciences and Meteorology.,Master's Degree,University of Alaska Fairbanks
Atmospheric Sciences and Meteorology.,Doctoral Degree,University of Alaska Fairbanks
Chemistry.,Bachelors Degree,University of Alaska Fairbanks
Chemistry.,Master's Degree,University of Alaska Fairbanks
Chemistry.,Doctoral Degree,University of Alaska Fairbanks
Geological and Earth Sciences/Geosciences.,Bachelors Degree,University of Alaska Fairbanks
Geological and Earth Sciences/Geosciences.,Master's Degree,University of Alaska Fairbanks
Geological and Earth Sciences/Geosciences.,Doctoral Degree,University of Alaska Fairbanks
Physics.,Bachelors Degree,University of Alaska Fairbanks
Physics.,Master's Degree,University of Alaska Fairbanks
Physics.,Doctoral Degree,University of Alaska Fairbanks
"Science Technologies/Technicians, Other.",Associate's Degree,University of Alaska Fairbanks
"Psychology, General.",Bachelors Degree,University of Alaska Fairbanks
"Psychology, General.",Doctoral Degree,University of Alaska Fairbanks
Criminal Justice and Corrections.,Undergraduate Certificate or Diploma,University of Alaska Fairbanks
Criminal Justice and Corrections.,Bachelors Degree,University of Alaska Fairbanks
Criminal Justice and Corrections.,Master's Degree,University of Alaska Fairbanks
Fire Protection.,Undergraduate Certificate or Diploma,University of Alaska Fairbanks
Fire Protection.,Associate's Degree,University of Alaska Fairbanks
Homeland Security.,Undergraduate Certificate or Diploma,University of Alaska Fairbanks
Homeland Security.,Bachelors Degree,University of Alaska Fairbanks
Homeland Security.,Master's Degree,University of Alaska Fairbanks
Community Organization and Advocacy.,Undergraduate Certificate or Diploma,University of Alaska Fairbanks
Community Organization and Advocacy.,Associate's Degree,University of Alaska Fairbanks
Community Organization and Advocacy.,Bachelors Degree,University of Alaska Fairbanks
Community Organization and Advocacy.,Master's Degree,University of Alaska Fairbanks
Social Work.,Bachelors Degree,University of Alaska Fairbanks
"Social Sciences, General.",Undergraduate Certificate or Diploma,University of Alaska Fairbanks
"Social Sciences, General.",Bachelors Degree,University of Alaska Fairbanks
Anthropology.,Bachelors Degree,University of Alaska Fairbanks
Anthropology.,Master's Degree,University of Alaska Fairbanks
Anthropology.,Doctoral Degree,University of Alaska Fairbanks
Economics.,Bachelors Degree,University of Alaska Fairbanks
Economics.,Master's Degree,University of Alaska Fairbanks
Geography and Cartography.,Bachelors Degree,University of Alaska Fairbanks
Geography and Cartography.,Master's Degree,University of Alaska Fairbanks
Political Science and Government.,Bachelors Degree,University of Alaska Fairbanks
Sociology.,Bachelors Degree,University of Alaska Fairbanks
"Construction Trades, General.",Undergraduate Certificate or Diploma,University of Alaska Fairbanks
"Construction Trades, General.",Associate's Degree,University of Alaska Fairbanks
Carpenters.,Undergraduate Certificate or Diploma,University of Alaska Fairbanks
Carpenters.,Associate's Degree,University of Alaska Fairbanks
"Building/Construction Finishing, Management, and Inspection.",Undergraduate Certificate or Diploma,University of Alaska Fairbanks
Electrical/Electronics Maintenance and Repair Technology.,Undergraduate Certificate or Diploma,University of Alaska Fairbanks
Electrical/Electronics Maintenance and Repair Technology.,Associate's Degree,University of Alaska Fairbanks
Vehicle Maintenance and Repair Technologies.,Undergraduate Certificate or Diploma,University of Alaska Fairbanks
